Series Name,Series Code,Country Name,Country Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Slovenia,SVN,127.577501031624,104.185010696665,122.995570303907,136.114254887029,137.829629983518,139.194640343943,139.787866033507,159.598338156448,163.551152616414,162.01315075532,185.844911115686,232.215999685455,211.793926674051
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Solomon Islands,SLB,69.2997397506234,53.7515902169893,69.9227754797736,83.3728609754597,83.1916278520218,79.6322244113356,71.7295971696294,72.4243669777615,64.9104000982318,54.1615250534992,58.9048461016339,60.5224587420251,71.048209931933
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,South Africa,ZAF,57.7045119797555,41.1612823610522,45.0882394973185,50.904682923344,52.2006711467653,55.4978204414106,56.399170366448,51.3104250524781,50.7422966759987,50.221791625641,56.5462812932272,63.9345267336331,63.9528233692446
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,38.0171091149511,41.8359127871909,47.5022253890136
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Spain,ESP,43.0364428627053,34.9021421526248,40.8853559868781,46.1371079612947,47.7514736552501,48.5719194305154,49.8165015849533,51.8614751247009,50.6890794118574,49.6435857093724,55.315469532794,64.1642474838538,56.5288789115955
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sri Lanka,LKA,55.0304456321041,41.3490879560349,37.7139287293778,45.0236478282321,40.5551862241324,36.6373872397247,37.217429988664,36.1113367103917,35.8108271135679,30.961647722196,37.3956094318244,42.3468243199213,34.0482088316383
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,St. Kitts and Nevis,KNA,48.3482307033553,43.1372335170851,38.7816640824907,34.9243615583955,32.9544587687848,34.8612745637578,34.1346714902556,36.1340085595938,35.7447320649503,36.5416766181037,36.1043532273927,36.1717222796676,31.6610507589883
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,St. Lucia,LCA,57.0343086869898,48.9472806709535,59.1614115389612,54.6427053322628,51.6829039942899,47.8249230357382,45.0495468789701,34.9837723601781,32.5035130832777,37.3207570273572,36.0257955276041,38.955434752769,40.1995941433564
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,St. Martin (French part),MAF,..,..,..,110.971376749193,..,..,148.139147473359,..,169.118336422932,..,145.562366551284,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,St. Vincent and the Grenadines,VCT,58.0075491201354,53.4789110109158,52.744966826963,51.8355115490454,54.6550940394341,54.7869073577756,53.0548709300817,45.0058424669869,41.0643047981554,43.2625926872923,46.7768714357901,50.0779833916452,42.8720336332998
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sudan,SDN,32.4263461551225,34.7687659576486,36.3770635659823,35.3135332035379,35.3307689431937,34.1855564766226,27.3866931462389,35.0345671483977,40.2806856072692,50.4575734562314,43.5910369574123,29.9069759713721,10.8664807748634
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Suriname,SUR,86.2447411837492,72.0439932318105,78.3816210122572,92.8254912814835,94.1566265060241,89.199693775396,78.1398172776686,92.7631512787443,96.2639676496627,127.961755880485,119.166545833663,121.016695114047,114.212071790829
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Eswatini,SWZ,95.62596763138,96.0778976495963,84.7082449105453,80.0750352007129,77.2323797755606,78.0415150055931,83.5182334522683,79.2868805246386,85.2897007748402,84.2993588301751,86.3973622022033,83.637332028055,80.1895519185359
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sweden,SWE,67.9594013984309,57.4194150307363,62.0183967742488,63.4023223326953,60.957632482017,55.919497863187,56.1642971590866,60.594067008284,59.8537652278485,55.841087480357,58.8749718021444,67.7560126770105,65.885265508157
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Switzerland,CHE,82.1948692835352,74.3398408873253,62.1005862975672,61.8866249469946,88.4752489694381,96.1947595695267,80.7865734259133,81.3537003166116,82.0334541027373,82.3853759251344,86.5816808304724,92.5932815606778,88.6238212226865
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Syrian Arab Republic,SYR,63.7677524924042,48.5994394425021,49.4503810232106,45.1558460764054,36.216450408401,49.4118916418283,52.9344594238222,46.1908097922613,37.8558337908062,81.6071275716685,111.914609520773,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Tajikistan,TJK,90.7135847404981,71.8951675594444,68.2709864128125,68.4219956336815,67.3126576648573,62.8875631152143,57.8758734100693,54.3979394758173,54.4886347089741,56.0366415661108,71.1584080541136,68.2221758317912,61.9040408971531
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Tanzania,TZA,38.7293157698609,31.9483563232986,37.2506165876204,44.8219326717501,41.4144682892558,36.4740784454205,33.2508271232245,23.0879697694696,23.6896185388871,21.9468397397756,23.2324026129095,27.7735344870789,26.6668228655933
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Thailand,THA,122.520195593302,101.569117150369,110.29661181484,121.72065534178,120.289519698751,113.936153997528,111.752362302204,98.8956759881473,88.7039844315299,87.4771888388384,106.445646835198,118.72504504686,111.529582164578
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Timor-Leste,TLS,43.4833828714946,41.681695462803,29.7082704536623,31.8454658483277,59.8851411609101,61.6882637684121,60.3094142373878,36.0755612527274,36.7532069023016,41.1075606838227,41.1103607496277,43.9035395239508,53.0059852858612
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Togo,TGO,51.5850088207615,51.0812310366818,56.0215292536255,62.0753508603692,68.2362524560843,71.2585565683237,60.2191200611352,45.4668292123758,44.9897743989163,43.7685895103885,44.7841151440868,53.7243749779524,50.5710128378242
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Tonga,TON,51.3882697747437,48.9791718052478,45.5249002363914,49.9356966102893,45.6761475397816,47.7087979548611,54.1059586117479,49.7027206038659,50.3853412232323,50.3303595154078,55.8363689606329,56.1691184337879,50.435263289166
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Trinidad and Tobago,TTO,101.325409442332,83.8768068752618,78.8069350454455,96.1545591683343,80.6597311591375,109.279039875644,86.7980710945647,74.28442733731,56.8898880206967,49.957776633229,58.6573449895384,64.9473479084512,57.5516409882497
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Tunisia,TUN,97.9905235014437,77.1842790300151,83.6296652222427,86.8580865585589,87.6701987487702,84.8857369995398,82.7183218271209,89.5667912054357,87.0934960851922,75.682808284701,83.6852883720112,101.429435605932,93.6954030002003
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Turkiye,TUR,43.3501688501602,37.4364695029237,38.5379169734874,44.7968037370948,44.1774345511902,44.0910824804612,44.4809463688548,52.4179168579637,51.4027520613922,54.0239069529221,60.5758077656143,68.1146998573653,55.7345244016443
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Turkmenistan,TKM,91.0410652920962,58.3742688028328,54.0225598955906,70.4675028506271,75.0763335927678,68.3716308755472,63.1832253071491,29.8046664190245,30.0600069481729,21.2252826400105,26.7940191742941,29.4926730672057,22.3736789003691
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,48.9852212063205,32.4252777660051,30.1541203834352,42.4705920893455,39.7788276689581,38.4116339192886,31.6678156615592
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Tuvalu,TUV,81.5700736842105,49.8629055555556,68.52428,68.8828973684211,53.3732131578947,54.3817575,56.7581069767442,52.0667805714535,60.9720062268324,65.7048071475499,56.4817776025178,57.5627438983574,40.1410965418709
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Uganda,UGA,43.2813371618969,23.1416945048151,23.5552656986674,27.949471848297,30.7662267306735,28.4481281367674,25.5608317726376,29.8113777824294,31.8545620545228,32.9784004265347,32.2010067272135,29.6365658863116,37.1827244052198
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Ukraine,UKR,81.0635709518085,70.1501352168119,79.5904399551127,89.2048537258983,83.8860445715018,74.0818270299877,81.1444630701077,79.8557039770222,72.0378246948228,66.1029918384207,70.5405820106923,61.3792790776456,55.6996302732908
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,United Arab Emirates,ARE,139.326582257953,142.743746883399,133.42924947203,147.428140989194,160.228750965105,161.110231554194,149.493595036987,148.144910719852,162.175040375109,166.610288765765,186.109939495944,184.61457696936,185.742822739751
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,United Kingdom,GBR,39.1230421686747,36.5137347575739,40.7346646302873,44.7224412689557,43.6490888492891,43.4103624804628,39.3158141828739,40.3605584749298,40.5495929949865,38.4675463009232,37.0886747283691,43.9171049289733,39.2808467245335
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,United States,USA,23.405289771834,18.3818668610941,21.5807379786964,24.0294640959217,23.8847924537821,23.1545903681741,22.9046308019621,20.7111547755682,19.5647447574844,17.9706232017615,19.8762729437797,21.1190381892431,18.9761643744996
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Uruguay,URY,48.2364772534248,37.6417998455404,36.5813298304225,37.0224656627778,37.5440699182641,33.7623131564434,33.5256558406614,25.0840129309481,25.5952889789032,26.8834852582012,32.6773190263109,34.4290016959471,28.0667615230619
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Uzbekistan,UZB,66.2449127272914,58.6478340718898,40.9599576928421,39.4257727118706,34.4267070186574,34.3508977533314,31.4489191256072,53.4006851004778,61.0399159608063,55.2945872423543,54.565609810922,53.6733523944164,62.5223147465321
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Vanuatu,VUT,62.801690454872,59.228278898778,49.79775404948,48.1722095014876,46.9351922688299,46.419349439268,48.6847362838469,49.3037897431826,44.0991368078176,38.1561436781061,41.3512708727878,40.1088104090165,45.9907534399738
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Venezuela, RB",VEN,46.0419179821785,30.062680132099,26.6396329425989,44.4925509533089,38.9919659411881,37.0684651740405,24.4388354103242,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Viet Nam,VNM,144.657076666087,119.83720036553,106.708388655169,117.996432089414,116.727965784179,123.563459055454,127.677928289089,154.966449745823,154.819009531422,157.329843791999,182.395375109965,178.014434589132,158.140834303793
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Yemen, Rep.",YEM,67.3705813365104,61.4557462092987,50.7720812993712,51.8907998519846,51.7551153218085,50.4834396966189,33.4477751065023,17.967097720615,24.5481291844343,25.1238958970365,29.6837925999728,25.3897312207404,28.6104516987006
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Zambia,ZMB,56.7197821465716,53.1303375049066,61.7846253392374,68.9656193231028,71.2463512250953,75.5887541217596,71.4821972667357,70.3114413308831,60.9730257146967,72.8259520952302,74.8356625007647,71.0264529484478,67.3800684000121
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Zimbabwe,ZWE,93.3033808344167,82.6419493162553,70.8872647341704,81.5208124527551,63.2257955122353,58.2629948530775,50.9655562091302,30.5889993347137,41.6173608932115,46.6673209939005,47.981690755533,55.684611460336,61.9444968818893
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Afghanistan,AFG,84.6998677391,90.0872451862,93.9890986944,94.1690895829,91.9454142326,92.3187980336,93.2366418809,105.630245851,111.9034263703,118.1456362586,106.0297770432,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Albania,ALB,98.178779208,97.7525072692,102.2687889865,101.8826175886,103.3323295768,102.8552768129,101.1418985703,104.1489992806,103.9745074856,103.9294905175,103.7218886175,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Algeria,DZA,122.9104559715,90.9395280968,119.5362856718,139.423924752,154.4967814805,150.3603067767,143.4029715333,111.019824637,101.6912729064,72.7872075272,115.7738397249,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,American Samoa,ASM,93.630082558,94.544875704,96.8567806978,83.3872519442,83.4909725993,83.8260495476,85.5848333757,97.1887515305,97.9346053201,103.9685570159,104.7727364915,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Andorra,AND,103.4024983379,106.793564578,101.6821306842,95.84094,95.0803695202,94.455362745,94.9808381652,101.6584212729,101.3067448116,104.3367920028,92.8932972699,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Angola,AGO,169.702751097,118.5824259233,141.5297906899,177.1952856595,180.05529494,181.7673985543,171.359468654,136.9240600691,126.3241433624,79.7126233723,111.8118495616,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Antigua and Barbuda,ATG,147.416222281,143.7337207233,129.4093263969,123.3203213554,120.6933810786,109.1862626922,106.9667399768,94.0341882829,90.6794742509,83.6699034944,93.634208268,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Argentina,ARG,95.3377891248,96.0770580912,99.4387795988,109.7172076925,114.2013745808,106.9382505007,104.7441527521,104.24246564,103.3360441909,103.9751808948,113.8988462454,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Armenia,ARM,96.1902495832,95.7834875625,109.2163080213,107.0481502937,101.5165870949,98.1111009508,96.7656593165,110.8858328447,113.9241657052,119.6303082494,108.2994509607,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Aruba,ABW,128.5061326768,92.6955162787,98.3756597683,107.1093788306,108.9783021337,115.0496082487,110.2434069099,101.4970763026,99.4275153863,79.1342950803,94.8633113508,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Australia,AUS,117.7240324077,109.9205273385,120.6008930206,135.1506750843,122.6847474371,119.3090103632,111.328732709,118.5722402418,130.2261173843,131.2025024616,163.6917406984,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Austria,AUT,104.2503283939,106.1966859517,103.5135388425,100.3035559455,98.899067151,99.3174924221,99.1404011491,97.3158929447,97.5648016726,98.542558785,96.1309727236,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Azerbaijan,AZE,163.4899151874,109.1959267717,133.6908884614,164.0507101857,169.5714586783,169.4283274165,158.5683903408,126.1502196168,112.5115737836,80.4353770777,156.778992158,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Bahamas, The",BHS,112.8177020117,102.4278300078,103.7291891502,107.2469294139,107.5229945071,96.6677689668,97.1837894957,99.5086275134,96.3123266499,92.534898234,95.3066039027,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Bahrain,BHR,122.6926720054,97.3360553633,109.179569895,108.6182169777,105.8130924699,105.5867888701,106.2692416631,108.5529443303,106.2713549187,100.212334687,111.5268408994,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Bangladesh,BGD,86.5608222457,98.6289616888,90.0207083445,83.2102115006,90.3009815165,89.7253977983,89.5476753885,91.7478266997,94.864178357,98.3821254527,82.8606736549,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Barbados,BRB,101.1609655479,104.4860489701,97.7574058649,92.6085622556,97.3557275216,94.9142386647,94.586994541,98.0711687051,98.4494070595,101.7457185121,92.6202820033,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Belarus,BLR,112.9791952863,100.4562001826,102.4990760082,111.5537647587,120.8198271682,118.4010118418,116.8975069061,101.9014917673,101.174365925,98.0923503872,98.3878978551,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Belgium,BEL,100.1066287597,101.6814843459,99.9910952805,98.7246996873,98.1790591858,98.4262771426,98.8530231017,98.6541471033,99.4751273014,100.9367681544,99.3913925514,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Belize,BLZ,91.3512497931,97.094916812,101.9601766733,104.2133432391,102.5719020632,98.8679718096,99.6298218519,104.8077106756,108.1479886517,111.4370179371,117.8158029042,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Benin,BEN,89.7447310739,98.2694453199,106.7527266686,113.1812619682,102.2082039266,102.4281287025,101.8348126598,109.1661019886,105.2692489231,106.2110222155,115.8221784973,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Bermuda,BMU,80.0423472662,71.8448905751,72.8060096818,70.3956967696,64.2277458599,94.4807561149,102.788413348,125.5543009651,129.0458181296,123.4763368183,156.811123771,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Bhutan,BTN,118.2358337954,107.4913465985,115.2876506493,117.2368721914,106.4326824737,102.4471910038,102.0153844845,112.9405288089,109.436018047,105.1160691751,151.1975717682,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Bolivia,BOL,139.0068299116,133.6878416181,140.4699266129,165.8862786663,157.7853601949,140.9960676807,133.600764928,99.6284481701,98.7329587915,98.0072216167,130.7278639156,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Bosnia and Herzegovina,BIH,97.5007954634,97.5498585552,99.0163827845,99.1687010751,96.7359343239,96.0902190392,96.2669900282,102.3475341548,102.2941577948,103.4242040382,111.7035902517,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Botswana,BWA,90.3808445821,91.7345491827,95.4866107106,91.3116569792,91.2259519045,90.4952913262,93.5736246437,93.1809396468,94.5003419823,94.019442743,85.863803381,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Brazil,BRA,104.951781877,101.6776972165,118.5256739214,127.2950095788,120.3896496741,117.1227603487,113.1889183835,106.8817981416,107.0374943851,107.6735521872,123.2309620465,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,British Virgin Islands,VGB,96.081846363,94.148100763,90.4181062399,91.5069760589,92.3232008733,100.8304757397,101.3068888523,104.056091693,104.3569918763,104.9497666353,99.63394669,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Brunei Darussalam,BRN,180.0237928332,117.6589876541,128.497896044,147.2407494527,151.7511764461,149.9882169758,143.8527401992,117.0353354048,94.9967821298,80.023954063,145.4458935276,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Bulgaria,BGR,94.0395337484,95.5277186455,96.3280948839,95.4251496554,95.274130554,95.582674235,96.032862928,99.0146702156,99.1026167838,103.0951913882,102.1769886661,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Burkina Faso,BFA,74.618567609,79.1702265436,98.867837756,111.9676201584,112.0015817565,102.2659870105,96.0210714166,105.1429313925,112.3426159805,142.366837641,120.8802491892,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Burundi,BDI,84.5359664465,86.9405200907,103.6052116274,113.2230937771,106.6340681081,93.0137076964,92.1922980956,100.2350765053,103.8631552029,117.1886499176,117.4666923763,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cabo Verde,CPV,91.346511752,100.565804366,100.9394708353,97.8575249915,100.193942694,88.1718115974,90.4654276427,101.8981200755,101.1849386636,105.4209022962,95.6876916038,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cambodia,KHM,98.5948023581,105.8906638967,97.9197074011,89.5033608173,92.6268172487,92.9851533914,92.1530951217,92.6095183385,94.7887019329,99.5082383224,88.2554605685,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cameroon,CMR,104.0810516356,97.9255064996,110.0419483417,117.6992126067,113.4874716116,112.0684383091,113.4973512612,107.6103772562,102.5818939574,91.1484312449,133.0169835029,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Canada,CAN,118.0264285949,103.3315940665,111.9070993797,114.4573797297,111.6338576552,112.7409864914,111.9527580249,103.9633973206,102.1483130209,96.8796607094,110.9991406622,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cayman Islands,CYM,118.9480467918,119.5524521962,119.5502473646,113.6753396692,115.8662132697,99.6754570887,98.2404234217,95.7035574385,93.0677941846,94.0567918117,97.0844805606,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Central African Republic,CAF,108.3681090322,108.522205897,110.4736446709,99.097230009,94.2345879742,96.9818160503,102.9880644472,97.2281871869,94.1154334355,97.9913634238,92.5343016628,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Chad,TCD,179.3627545928,123.0218447275,148.924645784,176.6003309339,179.882398468,176.6808217369,163.072642806,127.5481952494,116.2827929646,80.2019132131,118.6849530105,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Chile,CHL,91.3445168707,94.8182816145,115.4006197949,117.1761917897,109.1187312246,105.708770889,102.6583385893,111.3294798027,109.3518401244,121.8206170405,136.140660701,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,China,CHN,88.8723788024,96.5959343235,87.0042466436,83.8211644489,86.1261358508,87.1551588227,89.6419154119,91.4523399326,92.6680598569,98.5019354401,90.223242733,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Colombia,COL,132.2885411278,125.0062578233,145.1044438419,166.4768838292,157.2777884531,146.0256351751,132.8417113396,126.5359734243,124.750665448,105.3318928277,126.3891084877,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Comoros,COM,47.0721892218,50.4126665448,56.9090496528,71.141117242,73.7801502773,74.0465691964,88.1697175147,53.5374652094,49.8745853656,49.7123469971,59.7975318409,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Congo, Dem. Rep.",COD,128.8998874401,106.3083209171,122.615066299,118.5254576347,114.0114230123,113.083788583,111.3241886521,116.1729230401,108.5954227622,106.3884566795,132.8357804364,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Congo, Rep.",COG,120.608506694,86.5947875075,99.8579689252,120.9197267351,119.9080946081,131.191788375,124.77488119,130.36834788,121.8269049537,90.1851468409,126.1173277055,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Costa Rica,CRI,86.4572642562,93.9809925173,93.9893760552,91.6513708469,91.7076471685,90.7195276653,92.955287615,98.7676937033,98.6334480955,102.1858328466,96.1638980473,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cote d'Ivoire,CIV,81.7055033918,88.2185864029,96.0402814517,93.6685688689,83.9308307157,84.3238522739,93.3549426403,88.7283934375,90.8053849931,92.520356963,94.0532442516,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Croatia,HRV,99.1323750556,99.4149787439,100.174896379,100.4456129494,99.1383086989,98.3352000033,99.0911734801,96.4431115539,96.8025450962,95.6061621891,96.2334634647,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cuba,CUB,93.4835179494,105.2565898717,116.2217307852,108.6232752975,101.0573550457,96.2843954985,98.9283257979,104.2002617471,106.6867568302,102.9675170956,102.010470702,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Curacao,CUW,..,..,..,107.6070549736,109.4086035116,109.3581705014,109.1554207416,100.4128073917,100.0698537314,95.2515134044,100.2957399259,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cyprus,CYP,114.6356597891,104.6248844964,105.8250994697,104.1854839901,101.1887140223,99.6226984424,99.8538121366,100.1592451042,97.5552822543,87.7673368965,86.0503481427,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Czechia,CZE,100.3242411809,103.478719949,100.9282786864,100.114388148,98.6442766374,98.826729373,99.6061449915,99.3137788252,100.0233837743,100.8039579659,98.85331467,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Denmark,DNK,100.6073551493,98.9933789661,99.6327807788,99.735722348,100.3968952742,100.8689868955,99.3765074893,98.7262836161,102.3401154592,102.0565533637,99.1199818787,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Djibouti,DJI,96.3149788053,97.3572736015,97.0227618273,98.5465652365,100.9378811309,102.0406817766,102.063824587,99.1565222789,98.3427565984,95.0483955949,102.4810875308,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Dominica,DMA,99.7593197413,112.5141439088,107.2827011165,101.845849222,101.0154933349,96.9710739456,94.2965729338,99.9798548494,104.1550669867,106.8163223054,96.8863130114,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Dominican Republic,DOM,92.1304619693,97.7646833975,95.8158998579,94.0908622509,94.6864086379,92.4242362308,92.0886282795,94.9854918471,99.2678142253,109.9584120466,99.291797142,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ecuador,ECU,131.2006122243,108.501924202,124.1012486728,139.9851116752,140.1522729849,140.8238165294,131.9426986924,112.9475755897,108.9735504698,93.7609656317,107.4244254634,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Egypt, Arab Rep.",EGY,103.1124684283,93.944568163,96.8836481713,102.4070292552,104.2522911675,104.0354486371,103.0074581757,105.5526001701,103.5664158565,102.083513565,123.9795003288,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,El Salvador,SLV,80.637946226,91.0994099311,88.3644960936,85.1234011987,86.4304708366,87.5317284192,89.4707386532,97.3763701451,99.0107749865,103.8271579003,95.8487479342,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Equatorial Guinea,GNQ,163.2650070293,142.2524505254,148.9179145265,161.3821805622,165.1146799674,166.7966365324,157.9351314273,125.3661898219,108.9004271179,76.419029295,151.259750221,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Eritrea,ERI,90.8052205527,98.3302732436,104.5367024272,105.6048142505,103.1489605122,102.486494224,103.2343938063,108.0683538408,107.5274508201,106.3963915434,106.4844720664,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Estonia,EST,100.2860867083,104.5866742658,103.7569947656,102.3260383802,100.1773258839,100.7356260655,100.1559570104,101.0115094368,100.600106494,103.0314285244,100.933929899,..,..
